batch_index,metric,tau,area,comp,suff
2,mae,3,0.15,12.384941,13.341589
2,mse,3,0.05,6.218102,17.220097
2,mse,3,0.075,7.462879,15.225702
2,mse,3,0.1,7.321109,13.616667
2,mse,3,0.15,11.113281,11.577848
2,mae,4,0.05,7.708471,16.124588
2,mae,4,0.075,9.646399,15.523145
2,mae,4,0.1,10.762812,15.034261
2,mae,4,0.15,11.683521,13.942377
2,mse,4,0.05,4.512074,16.835808
2,mse,4,0.075,7.078359,15.752168
2,mse,4,0.1,8.759171,14.735592
2,mse,4,0.15,10.244621,12.913335
2,mae,5,0.05,8.625162,16.579525
2,mae,5,0.075,9.735121,15.717785
2,mae,5,0.1,10.450509,15.081627
2,mae,5,0.15,11.581329,13.46077
2,mse,5,0.05,5.894788,17.478401
2,mse,5,0.075,6.897834,15.891966
2,mse,5,0.1,7.593906,14.79892
2,mse,5,0.15,9.150267,12.141979
2,mae,6,0.05,8.833182,16.229488
2,mae,6,0.075,10.654974,15.463558
2,mae,6,0.1,11.267487,15.405359
2,mae,6,0.15,12.941416,13.963346
2,mse,6,0.05,5.648396,17.158154
2,mse,6,0.075,8.105173,15.223372
2,mse,6,0.1,9.005955,14.870588
2,mse,6,0.15,11.491823,12.674585
2,mae,7,0.05,8.312609,16.286388
2,mae,7,0.075,10.001694,15.294263
2,mae,7,0.1,10.857269,14.558886
2,mae,7,0.15,12.351015,12.153711
2,mse,7,0.05,5.396398,17.084951
2,mse,7,0.075,7.484389,15.067314
2,mse,7,0.1,8.658682,13.476487
2,mse,7,0.15,10.933157,9.679244
2,mae,8,0.05,8.643579,15.632387
2,mae,8,0.075,9.939994,14.618412
2,mae,8,0.1,10.551122,14.116148
2,mae,8,0.15,12.787111,11.927383
2,mse,8,0.05,5.705417,15.576303
2,mse,8,0.075,7.556229,13.828741
2,mse,8,0.1,8.35766,12.684378
2,mse,8,0.15,11.254026,9.164917
2,mae,9,0.05,8.363383,16.527565
2,mae,9,0.075,9.955838,15.626718
2,mae,9,0.1,11.305889,14.519182
2,mae,9,0.15,12.926776,11.823693
2,mse,9,0.05,5.578127,17.20355
2,mse,9,0.075,7.553038,15.051172
2,mse,9,0.1,10.193805,13.382214
2,mse,9,0.15,12.325409,9.035542
2,mae,10,0.05,8.108428,16.565239
2,mae,10,0.075,9.611628,14.767296
2,mae,10,0.1,10.107904,14.039991
2,mae,10,0.15,12.340752,11.680628
2,mse,10,0.05,5.288534,17.783817
